FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2
26JAN2021,51 a 60,F,Sputnik,Publico nacional,0,13
26JAN2021,51 a 60,M,Sputnik,Publico,0,68
26JAN2021,51 a 60,M,Sputnik,Publico nacional,0,5
26JAN2021,61 a 70,F,Sputnik,Publico,0,4
26JAN2021,61 a 70,M,Sputnik,Privado,1,0
26JAN2021,61 a 70,M,Sputnik,Publico,0,2
27JAN2021,30 o menos,F,Sputnik,Privado,0,1
27JAN2021,30 o menos,F,Sputnik,Publico,0,109
27JAN2021,30 o menos,F,Sputnik,Publico nacional,0,6
27JAN2021,30 o menos,M,Sputnik,Privado,1,3
27JAN2021,30 o menos,M,Sputnik,Publico,0,64
27JAN2021,30 o menos,M,Sputnik,Publico nacional,0,6
27JAN2021,31 a 40,F,Sputnik,Privado,1,8
27JAN2021,31 a 40,F,Sputnik,Publico,1,173
27JAN2021,31 a 40,F,Sputnik,Publico nacional,0,14
27JAN2021,31 a 40,M,Sputnik,Privado,0,14
27JAN2021,31 a 40,M,Sputnik,Publico,0,145
27JAN2021,31 a 40,M,Sputnik,Publico nacional,0,11
27JAN2021,41 a 50,F,Sputnik,Privado,1,14
27JAN2021,41 a 50,F,Sputnik,Publico,0,173
27JAN2021,41 a 50,F,Sputnik,Publico nacional,0,5
27JAN2021,41 a 50,M,Sputnik,Privado,0,10
27JAN2021,41 a 50,M,Sputnik,Publico,0,96
27JAN2021,41 a 50,M,Sputnik,Publico nacional,0,10
27JAN2021,51 a 60,F,Sputnik,Privado,0,1
27JAN2021,51 a 60,F,Sputnik,Publico,2,149
27JAN2021,51 a 60,F,Sputnik,Publico nacional,0,3
27JAN2021,51 a 60,M,Sputnik,Privado,0,5
27JAN2021,51 a 60,M,Sputnik,Publico,0,72
27JAN2021,51 a 60,M,Sputnik,Publico nacional,0,5
27JAN2021,61 a 70,F,Sputnik,Publico,0,1
27JAN2021,61 a 70,M,Sputnik,Publico,0,2
28JAN2021,30 o menos,F,Sputnik,Privado,0,9
28JAN2021,30 o menos,F,Sputnik,Publico,0,129
28JAN2021,30 o menos,F,Sputnik,Publico nacional,0,7
28JAN2021,30 o menos,M,Sputnik,Privado,0,6
28JAN2021,30 o menos,M,Sputnik,Publico,0,67
28JAN2021,30 o menos,M,Sputnik,Publico nacional,0,2
28JAN2021,31 a 40,F,Sputnik,Privado,0,21
28JAN2021,31 a 40,F,Sputnik,Publico,0,243
28JAN2021,31 a 40,F,Sputnik,Publico nacional,0,9
28JAN2021,31 a 40,M,Sputnik,Privado,0,16
28JAN2021,31 a 40,M,Sputnik,Publico,0,128
28JAN2021,31 a 40,M,Sputnik,Publico nacional,0,8
28JAN2021,41 a 50,F,Sputnik,Privado,0,14
28JAN2021,41 a 50,F,Sputnik,Publico,0,207
28JAN2021,41 a 50,F,Sputnik,Publico nacional,0,6
28JAN2021,41 a 50,M,Sputnik,Privado,0,10
28JAN2021,41 a 50,M,Sputnik,Publico,1,112
28JAN2021,41 a 50,M,Sputnik,Publico nacional,0,5
28JAN2021,51 a 60,F,Sputnik,Privado,0,5
28JAN2021,51 a 60,F,Sputnik,Publico,1,155
28JAN2021,51 a 60,F,Sputnik,Publico nacional,0,4
28JAN2021,51 a 60,M,Sputnik,Privado,0,2
28JAN2021,51 a 60,M,Sputnik,Publico,0,97
28JAN2021,51 a 60,M,Sputnik,Publico nacional,0,4
29JAN2021,30 o menos,F,Sputnik,Privado,0,31
29JAN2021,30 o menos,F,Sputnik,Publico,0,144
29JAN2021,30 o menos,F,Sputnik,Publico nacional,0,11
29JAN2021,30 o menos,M,Sputnik,Privado,0,22
29JAN2021,30 o menos,M,Sputnik,Publico,0,75
29JAN2021,30 o menos,M,Sputnik,Publico nacional,0,5
29JAN2021,31 a 40,F,Sputnik,Privado,0,43
29JAN2021,31 a 40,F,Sputnik,Publico,4,308
29JAN2021,31 a 40,F,Sputnik,Publico nacional,0,20
29JAN2021,31 a 40,M,Sputnik,Privado,1,52
29JAN2021,31 a 40,M,Sputnik,Publico,2,171
29JAN2021,31 a 40,M,Sputnik,Publico nacional,0,16
29JAN2021,41 a 50,F,Sputnik,Privado,0,32
29JAN2021,41 a 50,F,Sputnik,Publico,0,266
29JAN2021,41 a 50,F,Sputnik,Publico nacional,0,9
29JAN2021,41 a 50,M,Sputnik,Privado,0,23
29JAN2021,41 a 50,M,Sputnik,Publico,1,150
29JAN2021,41 a 50,M,Sputnik,Publico nacional,0,6
29JAN2021,51 a 60,F,Sputnik,Privado,0,13
29JAN2021,51 a 60,F,Sputnik,Publico,0,166
29JAN2021,51 a 60,F,Sputnik,Publico nacional,0,11
29JAN2021,51 a 60,M,Sputnik,Privado,0,16
29JAN2021,51 a 60,M,Sputnik,Publico,0,86
29JAN2021,51 a 60,M,Sputnik,Publico nacional,0,3
29JAN2021,61 a 70,F,Sputnik,Privado,0,1
29JAN2021,61 a 70,F,Sputnik,Publico,0,3
29JAN2021,61 a 70,M,Sputnik,Publico,1,2
29JAN2021,61 a 70,M,Sputnik,Publico nacional,0,1
30JAN2021,30 o menos,F,Sputnik,Privado,0,4
30JAN2021,30 o menos,F,Sputnik,Publico,0,26
30JAN2021,30 o menos,F,Sputnik,Publico nacional,0,11
30JAN2021,30 o menos,M,Sputnik,Publico,0,18
30JAN2021,31 a 40,F,Sputnik,Privado,0,2
30JAN2021,31 a 40,F,Sputnik,Publico,0,89
30JAN2021,31 a 40,F,Sputnik,Publico nacional,0,12
30JAN2021,31 a 40,M,Sputnik,Privado,0,5
30JAN2021,31 a 40,M,Sputnik,Publico,0,51
30JAN2021,31 a 40,M,Sputnik,Publico nacional,0,4
30JAN2021,41 a 50,F,Sputnik,Privado,0,3
30JAN2021,41 a 50,F,Sputnik,Publico,0,67
30JAN2021,41 a 50,F,Sputnik,Publico nacional,0,9
30JAN2021,41 a 50,M,Sputnik,Privado,0,1
30JAN2021,41 a 50,M,Sputnik,Publico,0,38
30JAN2021,41 a 50,M,Sputnik,Publico nacional,0,6
30JAN2021,51 a 60,F,Sputnik,Privado,0,1
30JAN2021,51 a 60,F,Sputnik,Publico,0,36
30JAN2021,51 a 60,F,Sputnik,Publico nacional,0,3
30JAN2021,51 a 60,M,Sputnik,Publico,0,28
30JAN2021,51 a 60,M,Sputnik,Publico nacional,0,1
31JAN2021,30 o menos,F,Sputnik,Privado,0,3
31JAN2021,30 o menos,F,Sputnik,Publico,0,30
31JAN2021,30 o menos,M,Sputnik,Privado,0,3
31JAN2021,30 o menos,M,Sputnik,Publico,0,20
31JAN2021,31 a 40,F,Sputnik,Privado,0,13
31JAN2021,31 a 40,F,Sputnik,Publico,0,80
31JAN2021,31 a 40,M,Sputnik,Privado,0,6
31JAN2021,31 a 40,M,Sputnik,Publico,0,36
31JAN2021,41 a 50,F,Sputnik,Privado,0,4
31JAN2021,41 a 50,F,Sputnik,Publico,0,56
31JAN2021,41 a 50,M,Sputnik,Privado,0,4
31JAN2021,41 a 50,M,Sputnik,Publico,0,28
31JAN2021,51 a 60,F,Sputnik,Publico,0,39
31JAN2021,51 a 60,M,Sputnik,Privado,0,1
31JAN2021,51 a 60,M,Sputnik,Publico,0,18
31JAN2021,61 a 70,M,Sputnik,Publico,0,1
01FEB2021,30 o menos,F,Sputnik,Privado,0,32
01FEB2021,30 o menos,F,Sputnik,Publico,0,127
01FEB2021,30 o menos,F,Sputnik,Publico nacional,0,16
01FEB2021,30 o menos,M,Sputnik,Privado,0,15
01FEB2021,30 o menos,M,Sputnik,Publico,0,67
01FEB2021,30 o menos,M,Sputnik,Publico nacional,0,9
01FEB2021,31 a 40,F,Sputnik,Privado,0,62
01FEB2021,31 a 40,F,Sputnik,Publico,0,247
01FEB2021,31 a 40,F,Sputnik,Publico nacional,0,23
01FEB2021,31 a 40,M,Sputnik,Privado,0,46
01FEB2021,31 a 40,M,Sputnik,Publico,0,164
01FEB2021,31 a 40,M,Sputnik,Publico nacional,0,15
01FEB2021,41 a 50,F,Sputnik,Privado,0,27
01FEB2021,41 a 50,F,Sputnik,Publico,1,214
01FEB2021,41 a 50,F,Sputnik,Publico nacional,0,13
01FEB2021,41 a 50,M,Sputnik,Privado,0,27
01FEB2021,41 a 50,M,Sputnik,Publico,0,117
01FEB2021,41 a 50,M,Sputnik,Publico nacional,0,5
01FEB2021,51 a 60,F,Sputnik,Privado,0,13
01FEB2021,51 a 60,F,Sputnik,Publico,0,157
01FEB2021,51 a 60,F,Sputnik,Publico nacional,0,7
01FEB2021,51 a 60,M,Sputnik,Privado,0,11
01FEB2021,51 a 60,M,Sputnik,Publico,0,64
01FEB2021,51 a 60,M,Sputnik,Publico nacional,0,5
01FEB2021,61 a 70,F,Sputnik,Privado,0,1
01FEB2021,61 a 70,F,Sputnik,Publico,0,3
01FEB2021,61 a 70,M,Sputnik,Privado,0,1
02FEB2021,30 o menos,F,Sputnik,Privado,8,12
02FEB2021,30 o menos,F,Sputnik,Publico,60,148
02FEB2021,30 o menos,F,Sputnik,Publico nacional,5,12
02FEB2021,30 o menos,M,Sputnik,Privado,3,10
02FEB2021,30 o menos,M,Sputnik,Publico,21,70
02FEB2021,30 o menos,M,Sputnik,Publico nacional,1,8
02FEB2021,31 a 40,F,Sputnik,Privado,18,37
02FEB2021,31 a 40,F,Sputnik,Publico,137,233
02FEB2021,31 a 40,F,Sputnik,Publico nacional,9,30
02FEB2021,31 a 40,M,Sputnik,Privado,19,35
02FEB2021,31 a 40,M,Sputnik,Publico,66,145
02FEB2021,31 a 40,M,Sputnik,Publico nacional,4,19
02FEB2021,41 a 50,F,Sputnik,Privado,19,29
02FEB2021,41 a 50,F,Sputnik,Publico,151,215
02FEB2021,41 a 50,F,Sputnik,Publico nacional,15,10
02FEB2021,41 a 50,M,Sputnik,Privado,5,19
02FEB2021,41 a 50,M,Sputnik,Publico,62,98
02FEB2021,41 a 50,M,Sputnik,Publico nacional,6,13
02FEB2021,51 a 60,F,Sputnik,Privado,11,11
02FEB2021,51 a 60,F,Sputnik,Publico,229,185
02FEB2021,51 a 60,F,Sputnik,Publico nacional,14,14
02FEB2021,51 a 60,M,Sputnik,Privado,6,5
02FEB2021,51 a 60,M,Sputnik,Publico,110,93
02FEB2021,51 a 60,M,Sputnik,Publico nacional,5,6
02FEB2021,61 a 70,F,Sputnik,Privado,2,0
02FEB2021,61 a 70,F,Sputnik,Publico,335,0
02FEB2021,61 a 70,F,Sputnik,Publico nacional,25,0
02FEB2021,61 a 70,M,Sputnik,Privado,7,0
02FEB2021,61 a 70,M,Sputnik,Publico,277,0
02FEB2021,61 a 70,M,Sputnik,Publico nacional,22,1
02FEB2021,71 a 80,F,Sputnik,Publico,29,0
02FEB2021,71 a 80,M,Sputnik,Privado,2,0
02FEB2021,71 a 80,M,Sputnik,Publico,33,0
02FEB2021,71 a 80,M,Sputnik,Publico nacional,2,0
02FEB2021,81 a 90,F,Sputnik,Publico,1,0
02FEB2021,81 a 90,M,Sputnik,Publico,5,0
02FEB2021,91 o mas,M,Sputnik,Publico,1,0
03FEB2021,30 o menos,F,Sputnik,Privado,60,22
03FEB2021,30 o menos,F,Sputnik,Publico,93,115
03FEB2021,30 o menos,F,Sputnik,Publico nacional,13,23
03FEB2021,30 o menos,M,Sputnik,Privado,31,15
03FEB2021,30 o menos,M,Sputnik,Publico,30,50
03FEB2021,30 o menos,M,Sputnik,Publico nacional,3,9
03FEB2021,31 a 40,F,Sputnik,Privado,106,61
02MAR2021,30 o menos,F,Covishield,Privado,17,0
02MAR2021,30 o menos,F,Covishield,Publico,1,0
02MAR2021,30 o menos,F,Sinopharm,Publico,37,0
02MAR2021,30 o menos,F,Sputnik,Privado,46,10
02MAR2021,30 o menos,F,Sputnik,Publico,35,81
02MAR2021,30 o menos,F,Sputnik,Publico nacional,0,8
02MAR2021,30 o menos,M,Covishield,Privado,4,0
02MAR2021,30 o menos,M,Covishield,Publico,1,0
02MAR2021,30 o menos,M,Sinopharm,Publico,3,0
02MAR2021,30 o menos,M,Sputnik,Privado,28,4
02MAR2021,30 o menos,M,Sputnik,Publico,19,29
02MAR2021,30 o menos,M,Sputnik,Publico nacional,0,6
02MAR2021,31 a 40,F,Covishield,Publico,3,0
02MAR2021,31 a 40,F,Sinopharm,Publico,45,0
02MAR2021,31 a 40,F,Sputnik,Privado,78,23
02MAR2021,31 a 40,F,Sputnik,Publico,112,132
02MAR2021,31 a 40,F,Sputnik,Publico nacional,0,9
02MAR2021,31 a 40,M,Covishield,Privado,4,0
02MAR2021,31 a 40,M,Covishield,Publico,2,0
02MAR2021,31 a 40,M,Sinopharm,Publico,10,0
02MAR2021,31 a 40,M,Sputnik,Privado,33,15
02MAR2021,31 a 40,M,Sputnik,Publico,37,68
02MAR2021,31 a 40,M,Sputnik,Publico nacional,0,14
02MAR2021,41 a 50,F,Covishield,Privado,15,0
02MAR2021,41 a 50,F,Covishield,Publico,1,0
02MAR2021,41 a 50,F,Sinopharm,Publico,18,0
02MAR2021,41 a 50,F,Sputnik,Privado,44,23
02MAR2021,41 a 50,F,Sputnik,Publico,115,148
02MAR2021,41 a 50,F,Sputnik,Publico nacional,0,2
02MAR2021,41 a 50,M,Sinopharm,Publico,2,0
02MAR2021,41 a 50,M,Sputnik,Privado,26,6
02MAR2021,41 a 50,M,Sputnik,Publico,45,53
02MAR2021,41 a 50,M,Sputnik,Publico nacional,0,9
02MAR2021,51 a 60,F,Covishield,Privado,2,0
02MAR2021,51 a 60,F,Covishield,Publico,2,0
02MAR2021,51 a 60,F,Sinopharm,Publico,5,0
02MAR2021,51 a 60,F,Sputnik,Privado,12,8
02MAR2021,51 a 60,F,Sputnik,Publico,116,155
02MAR2021,51 a 60,F,Sputnik,Publico nacional,0,4
02MAR2021,51 a 60,M,Covishield,Privado,1,0
02MAR2021,51 a 60,M,Covishield,Publico,3,0
02MAR2021,51 a 60,M,Sinopharm,Publico,2,0
02MAR2021,51 a 60,M,Sputnik,Privado,10,5
02MAR2021,51 a 60,M,Sputnik,Publico,45,65
02MAR2021,51 a 60,M,Sputnik,Publico nacional,0,6
02MAR2021,61 a 70,F,Covishield,Publico,24,0
02MAR2021,61 a 70,F,Sputnik,Privado,7,1
02MAR2021,61 a 70,F,Sputnik,Publico,131,114
02MAR2021,61 a 70,F,Sputnik,Publico nacional,0,1
02MAR2021,61 a 70,M,Covishield,Publico,4,0
02MAR2021,61 a 70,M,Sputnik,Privado,7,1
02MAR2021,61 a 70,M,Sputnik,Publico,64,79
02MAR2021,61 a 70,M,Sputnik,Publico nacional,0,1
02MAR2021,71 a 80,F,Covishield,Privado,25,0
02MAR2021,71 a 80,F,Covishield,Publico,384,1
02MAR2021,71 a 80,F,Sinopharm,Privado,1,0
02MAR2021,71 a 80,F,Sputnik,Publico,51,5
02MAR2021,71 a 80,M,Covishield,Privado,15,0
02MAR2021,71 a 80,M,Covishield,Publico,229,0
02MAR2021,71 a 80,M,Sputnik,Publico,67,10
02MAR2021,81 a 90,F,Covishield,Privado,153,0
02MAR2021,81 a 90,F,Covishield,Publico,2306,0
02MAR2021,81 a 90,F,Sputnik,Publico,9,0
02MAR2021,81 a 90,M,Covishield,Privado,94,0
02MAR2021,81 a 90,M,Covishield,Publico,1258,0
02MAR2021,81 a 90,M,Sputnik,Publico,17,5
02MAR2021,91 o mas,F,Covishield,Privado,26,0
02MAR2021,91 o mas,F,Covishield,Publico,400,0
02MAR2021,91 o mas,M,Covishield,Privado,7,0
02MAR2021,91 o mas,M,Covishield,Publico,179,0
24JAN2021,41 a 50,F,Sputnik,Privado,1,0
02MAR2021,31 a 40,F,Covishield,Privado,10,0
02MAR2021,41 a 50,M,Covishield,Privado,4,0
02MAR2021,61 a 70,F,Covishield,Privado,1,0
02MAR2021,61 a 70,M,Covishield,Privado,2,0
19FEB2021,61 a 70,M,Sputnik,Privado,34,0
19FEB2021,61 a 70,M,Sputnik,Publico,141,0
19FEB2021,61 a 70,M,Sputnik,Publico nacional,14,0
19FEB2021,71 a 80,F,Sputnik,Privado,4,0
19FEB2021,71 a 80,F,Sputnik,Publico,98,0
19FEB2021,71 a 80,F,Sputnik,Publico nacional,1,0
19FEB2021,71 a 80,M,Sputnik,Privado,8,0
19FEB2021,71 a 80,M,Sputnik,Publico,51,0
19FEB2021,71 a 80,M,Sputnik,Publico nacional,3,0
19FEB2021,81 a 90,F,Sputnik,Publico,9,0
19FEB2021,81 a 90,M,Sputnik,Privado,2,0
19FEB2021,81 a 90,M,Sputnik,Publico,9,0
19FEB2021,91 o mas,M,Sputnik,Publico,1,0
19FEB2021,91 o mas,M,Sputnik,Publico nacional,1,0
20FEB2021,30 o menos,F,Sputnik,Privado,35,0
20FEB2021,30 o menos,F,Sputnik,Publico,31,3
20FEB2021,30 o menos,M,Sputnik,Privado,14,0
20FEB2021,30 o menos,M,Sputnik,Publico,23,1
20FEB2021,31 a 40,F,Sputnik,Privado,65,0
20FEB2021,31 a 40,F,Sputnik,Publico,125,6
20FEB2021,31 a 40,F,Sputnik,Publico nacional,6,0
20FEB2021,31 a 40,M,Sputnik,Privado,30,0
20FEB2021,31 a 40,M,Sputnik,Publico,79,2
20FEB2021,31 a 40,M,Sputnik,Publico nacional,3,0
20FEB2021,41 a 50,F,Sputnik,Privado,37,0
20FEB2021,41 a 50,F,Sputnik,Publico,127,2
20FEB2021,41 a 50,F,Sputnik,Publico nacional,2,0
20FEB2021,41 a 50,M,Sputnik,Privado,27,0
20FEB2021,41 a 50,M,Sputnik,Publico,67,1
20FEB2021,41 a 50,M,Sputnik,Publico nacional,1,0
20FEB2021,51 a 60,F,Sputnik,Privado,41,0
20FEB2021,51 a 60,F,Sputnik,Publico,94,0
20FEB2021,51 a 60,M,Sputnik,Privado,13,0
20FEB2021,51 a 60,M,Sputnik,Publico,67,0
20FEB2021,61 a 70,F,Sputnik,Privado,5,0
20FEB2021,61 a 70,F,Sputnik,Publico,73,0
20FEB2021,61 a 70,M,Sputnik,Privado,13,0
20FEB2021,61 a 70,M,Sputnik,Publico,38,0
20FEB2021,71 a 80,F,Sputnik,Publico,5,0
20FEB2021,71 a 80,M,Sputnik,Privado,6,0
20FEB2021,71 a 80,M,Sputnik,Publico,11,0
20FEB2021,81 a 90,F,Sputnik,Publico,1,0
20FEB2021,81 a 90,M,Sputnik,Publico,1,0
21FEB2021,30 o menos,F,Sputnik,Privado,28,0
21FEB2021,30 o menos,F,Sputnik,Publico,34,0
21FEB2021,30 o menos,M,Covishield,Privado,2,0
21FEB2021,30 o menos,M,Sputnik,Privado,16,0
21FEB2021,30 o menos,M,Sputnik,Publico,16,0
21FEB2021,31 a 40,F,Covishield,Privado,1,0
21FEB2021,31 a 40,F,Sputnik,Privado,86,0
21FEB2021,31 a 40,F,Sputnik,Publico,93,0
21FEB2021,31 a 40,M,Covishield,Privado,1,0
21FEB2021,31 a 40,M,Sputnik,Privado,32,0
21FEB2021,31 a 40,M,Sputnik,Publico,60,0
21FEB2021,41 a 50,F,Covishield,Privado,1,0
21FEB2021,41 a 50,F,Sputnik,Privado,43,0
21FEB2021,41 a 50,F,Sputnik,Publico,82,0
21FEB2021,41 a 50,M,Sputnik,Privado,22,0
21FEB2021,41 a 50,M,Sputnik,Publico,57,0
21FEB2021,51 a 60,F,Sputnik,Privado,18,0
21FEB2021,51 a 60,F,Sputnik,Publico,64,0
21FEB2021,51 a 60,M,Sputnik,Privado,14,0
21FEB2021,51 a 60,M,Sputnik,Publico,64,0
21FEB2021,61 a 70,F,Sputnik,Privado,4,0
21FEB2021,61 a 70,F,Sputnik,Publico,25,0
21FEB2021,61 a 70,M,Sputnik,Privado,7,0
21FEB2021,61 a 70,M,Sputnik,Publico,24,0
21FEB2021,71 a 80,F,Sputnik,Publico,5,0
21FEB2021,71 a 80,M,Sputnik,Privado,4,0
21FEB2021,71 a 80,M,Sputnik,Publico,3,0
21FEB2021,81 a 90,M,Sputnik,Publico,2,0
26FEB2021,51 a 60,M,Sputnik,Privado,69,24
26FEB2021,51 a 60,M,Sputnik,Publico,129,132
26FEB2021,51 a 60,M,Sputnik,Publico nacional,3,13
26FEB2021,61 a 70,F,Covishield,Publico,20,0
26FEB2021,61 a 70,F,Covishield,Publico nacional,1,0
26FEB2021,61 a 70,F,Sputnik,Privado,42,10
26FEB2021,61 a 70,F,Sputnik,Publico,145,249
26FEB2021,61 a 70,F,Sputnik,Publico nacional,3,12
26FEB2021,61 a 70,M,Covishield,Publico,27,0
26FEB2021,61 a 70,M,Sputnik,Privado,32,10
26FEB2021,61 a 70,M,Sputnik,Publico,112,163
26FEB2021,61 a 70,M,Sputnik,Publico nacional,1,10
26FEB2021,71 a 80,F,Covishield,Privado,27,0
26FEB2021,71 a 80,F,Covishield,Publico,404,0
26FEB2021,71 a 80,F,Sputnik,Privado,1,1
26FEB2021,71 a 80,F,Sputnik,Publico,35,41
26FEB2021,71 a 80,M,Covishield,Privado,25,0
26FEB2021,71 a 80,M,Covishield,Publico,237,0
26FEB2021,71 a 80,M,Sputnik,Privado,5,5
26FEB2021,71 a 80,M,Sputnik,Publico,27,43
26FEB2021,71 a 80,M,Sputnik,Publico nacional,0,2
26FEB2021,81 a 90,F,Covishield,Privado,205,0
26FEB2021,81 a 90,F,Covishield,Publico,2473,0
26FEB2021,81 a 90,F,Sputnik,Privado,1,0
26FEB2021,81 a 90,F,Sputnik,Publico,1,3
26FEB2021,81 a 90,M,Covishield,Privado,132,0
26FEB2021,81 a 90,M,Covishield,Publico,1255,0
26FEB2021,81 a 90,M,Sputnik,Privado,3,0
26FEB2021,81 a 90,M,Sputnik,Publico,7,4
26FEB2021,91 o mas,F,Covishield,Privado,38,0
26FEB2021,91 o mas,F,Covishield,Publico,494,0
26FEB2021,91 o mas,M,Covishield,Privado,16,0
26FEB2021,91 o mas,M,Covishield,Publico,160,0
27FEB2021,30 o menos,F,Covishield,Privado,5,0
27FEB2021,30 o menos,F,Sputnik,Privado,10,4
27FEB2021,30 o menos,F,Sputnik,Publico,42,7
27FEB2021,30 o menos,F,Sputnik,Publico nacional,2,1
27FEB2021,30 o menos,M,Sputnik,Privado,2,1
27FEB2021,30 o menos,M,Sputnik,Publico,33,2
27FEB2021,30 o menos,M,Sputnik,Publico nacional,2,0
27FEB2021,31 a 40,F,Covishield,Privado,5,0
27FEB2021,31 a 40,F,Covishield,Publico,2,0
27FEB2021,31 a 40,F,Sputnik,Privado,16,7
27FEB2021,31 a 40,F,Sputnik,Publico,74,13
27FEB2021,31 a 40,F,Sputnik,Publico nacional,1,3
27FEB2021,31 a 40,M,Sputnik,Privado,17,2
27FEB2021,31 a 40,M,Sputnik,Publico,68,8
27FEB2021,31 a 40,M,Sputnik,Publico nacional,0,1
27FEB2021,41 a 50,F,Covishield,Privado,3,0
27FEB2021,41 a 50,F,Sputnik,Privado,24,1
27FEB2021,41 a 50,F,Sputnik,Publico,73,13
27FEB2021,41 a 50,F,Sputnik,Publico nacional,1,2
27FEB2021,41 a 50,M,Covishield,Privado,1,0
27FEB2021,41 a 50,M,Sputnik,Privado,8,0
27FEB2021,41 a 50,M,Sputnik,Publico,68,9
27FEB2021,41 a 50,M,Sputnik,Publico nacional,0,1
27FEB2021,51 a 60,F,Covishield,Privado,1,0
27FEB2021,51 a 60,F,Covishield,Publico,2,0
27FEB2021,51 a 60,F,Sputnik,Privado,10,2
27FEB2021,51 a 60,F,Sputnik,Publico,70,18
27FEB2021,51 a 60,F,Sputnik,Publico nacional,0,2
27FEB2021,51 a 60,M,Covishield,Publico,3,0
27FEB2021,51 a 60,M,Sputnik,Privado,4,1
27FEB2021,51 a 60,M,Sputnik,Publico,47,4
27FEB2021,51 a 60,M,Sputnik,Publico nacional,1,0
27FEB2021,61 a 70,F,Covishield,Publico,9,0
27FEB2021,61 a 70,F,Sputnik,Privado,5,0
27FEB2021,61 a 70,F,Sputnik,Publico,74,10
27FEB2021,61 a 70,M,Covishield,Publico,8,0
27FEB2021,61 a 70,M,Sputnik,Privado,1,0
27FEB2021,61 a 70,M,Sputnik,Publico,35,5
27FEB2021,71 a 80,F,Covishield,Privado,39,0
27FEB2021,71 a 80,F,Covishield,Publico,43,0
27FEB2021,71 a 80,F,Sputnik,Privado,1,0
27FEB2021,71 a 80,F,Sputnik,Publico,28,0
27FEB2021,71 a 80,M,Covishield,Privado,19,0
27FEB2021,71 a 80,M,Covishield,Publico,17,0
27FEB2021,71 a 80,M,Sputnik,Privado,2,0
27FEB2021,71 a 80,M,Sputnik,Publico,15,0
27FEB2021,81 a 90,F,Covishield,Privado,156,0
27FEB2021,81 a 90,F,Covishield,Publico,100,0
27FEB2021,81 a 90,F,Sputnik,Privado,1,0
27FEB2021,81 a 90,F,Sputnik,Publico,1,0
27FEB2021,81 a 90,M,Covishield,Privado,68,0
27FEB2021,81 a 90,M,Covishield,Publico,12,0
27FEB2021,81 a 90,M,Sputnik,Publico,5,0
27FEB2021,91 o mas,F,Covishield,Privado,28,0
27FEB2021,91 o mas,F,Covishield,Publico,64,0
27FEB2021,91 o mas,M,Covishield,Privado,11,0
27FEB2021,91 o mas,M,Covishield,Publico,1,0
28FEB2021,30 o menos,F,Sputnik,Privado,0,4
28FEB2021,30 o menos,F,Sputnik,Publico,7,2
28FEB2021,30 o menos,F,Sputnik,Publico nacional,0,1
28FEB2021,30 o menos,M,Sputnik,Privado,0,2
28FEB2021,30 o menos,M,Sputnik,Publico,3,5
28FEB2021,31 a 40,F,Sputnik,Privado,0,13
28FEB2021,31 a 40,F,Sputnik,Publico,10,24
28FEB2021,31 a 40,F,Sputnik,Publico nacional,0,3
28FEB2021,31 a 40,M,Sputnik,Privado,0,7
28FEB2021,31 a 40,M,Sputnik,Publico,6,6
28FEB2021,31 a 40,M,Sputnik,Publico nacional,0,2
28FEB2021,41 a 50,F,Sputnik,Privado,0,6
28FEB2021,41 a 50,F,Sputnik,Publico,6,7
28FEB2021,41 a 50,F,Sputnik,Publico nacional,0,5
28FEB2021,41 a 50,M,Sputnik,Privado,0,6
28FEB2021,41 a 50,M,Sputnik,Publico,2,4
28FEB2021,41 a 50,M,Sputnik,Publico nacional,0,3
28FEB2021,51 a 60,F,Sputnik,Privado,0,2
28FEB2021,51 a 60,F,Sputnik,Publico,5,1
28FEB2021,51 a 60,F,Sputnik,Publico nacional,0,3
28FEB2021,51 a 60,M,Covishield,Privado,1,0
28FEB2021,51 a 60,M,Sputnik,Publico,2,7
28FEB2021,51 a 60,M,Sputnik,Publico nacional,0,1
28FEB2021,61 a 70,F,Covishield,Privado,1,0
28FEB2021,61 a 70,F,Covishield,Publico,14,0
28FEB2021,61 a 70,F,Sputnik,Publico,10,4
28FEB2021,61 a 70,M,Covishield,Privado,5,0
28FEB2021,61 a 70,M,Covishield,Publico,14,0
28FEB2021,61 a 70,M,Sputnik,Privado,0,2
28FEB2021,61 a 70,M,Sputnik,Publico,6,5
28FEB2021,71 a 80,F,Covishield,Privado,4,0
28FEB2021,71 a 80,F,Covishield,Publico,32,0
28FEB2021,71 a 80,M,Covishield,Privado,4,0
28FEB2021,71 a 80,M,Covishield,Publico,9,0
28FEB2021,71 a 80,M,Sputnik,Privado,0,1
28FEB2021,71 a 80,M,Sputnik,Publico,1,0
28FEB2021,81 a 90,F,Covishield,Privado,15,0
28FEB2021,81 a 90,F,Covishield,Publico,65,0
28FEB2021,81 a 90,F,Sputnik,Publico,1,0
28FEB2021,81 a 90,M,Covishield,Privado,10,0
28FEB2021,81 a 90,M,Covishield,Publico,10,0
28FEB2021,81 a 90,M,Sputnik,Publico,1,0
28FEB2021,91 o mas,F,Covishield,Privado,2,0
28FEB2021,91 o mas,F,Covishield,Publico,46,0
28FEB2021,91 o mas,M,Covishield,Publico,3,0
